"","gu","dong","ee"
"117","양천구","목1동",0
"118","양천구","목2동",0
"119","양천구","목3동",0
"120","양천구","목4동",0
"121","양천구","목5동",0
"122","종로구","무악동",0
"123","중랑구","묵1동",0
"124","중랑구","묵2동",0
"125","영등포구","문래동",0
"126","송파구","문정1동",0
"127","송파구","문정2동",0
"128","관악구","미성동",0
"129","강북구","미아동",0
"130","서초구","반포1동",0
"131","서초구","반포2동",0
"132","서초구","반포3동",0
"133","서초구","반포4동",0
"134","서초구","반포본동",0
"135","강서구","발산1동",0
"136","서초구","방배1동",0
"137","서초구","방배2동",0
"138","서초구","방배3동",0
"139","서초구","방배4동",0
"140","서초구","방배본동",0
"141","송파구","방이1동",0
"142","송파구","방이2동",0
"143","도봉구","방학1동",0
"144","도봉구","방학2동",0
"145","도봉구","방학3동",0
"146","강서구","방화1동",0
"147","강서구","방화2동",0
"148","강서구","방화3동",0
"149","강북구","번1동",0
"150","강북구","번2동",0
"151","강북구","번3동",0
"152","용산구","보광동",0
"153","관악구","보라매동",0
"154","성북구","보문동",0
"155","종로구","부암동",0
"156","서대문구","북가좌1동",0
"157","서대문구","북가좌2동",0
"158","서대문구","북아현동",0
"159","은평구","불광1동",0
"160","은평구","불광2동",0
"161","성동구","사근동",0
"162","동작구","사당1동",0
"163","동작구","사당2동",0
"164","동작구","사당3동",0
"165","동작구","사당4동",0
"166","동작구","사당5동",0
"167","종로구","사직동",0
"168","강북구","삼각산동",0
"169","성북구","삼선동",0
"170","강남구","삼성1동",0
"171","강남구","삼성2동",0
"172","관악구","삼성동",0
"173","강북구","삼양동",0
"174","송파구","삼전동",0
"175","노원구","상계10동",0
"176","노원구","상계1동",0
"177","노원구","상계2동",0
"178","노원구","상계3.4동",0
"179","노원구","상계5동",0
"180","노원구","상계6.7동",0
"181","노원구","상계8동",0
"182","노원구","상계9동",0
"183","동작구","상도1동",0
"184","동작구","상도2동",0
"185","동작구","상도3동",0
"186","동작구","상도4동",0
"187","중랑구","상봉1동",0
"188","중랑구","상봉2동",0
"189","마포구","상암동",0
"190","강동구","상일동",0
"191","마포구","서강동",0
"192","마포구","서교동",0
"193","관악구","서림동",0
"194","용산구","서빙고동",0
"195","관악구","서원동",0
"196","서초구","서초1동",0
"197","서초구","서초2동",0
"198","서초구","서초3동",0
"199","서초구","서초4동",0
"200","성북구","석관동",0
"201","송파구","석촌동",0
"202","강동구","성내1동",0
"203","강동구","성내2동",0
"204","강동구","성내3동",0
"205","성북구","성북동",0
"206","마포구","성산1동",0
"207","마포구","성산2동",0
"208","성동구","성수1가1동",0
"209","성동구","성수1가2동",0
"210","성동구","성수2가1동",0
"211","성동구","성수2가3동",0
"212","관악구","성현동",0
"213","강남구","세곡동",0
"214","중구","소공동",0
"215","성동구","송정동",0
"216","강북구","송중동",0
"217","강북구","송천동",0
"218","송파구","송파1동",0
"219","송파구","송파2동",0
"220","구로구","수궁동",0
"221","은평구","수색동",0
"222","강남구","수서동",0
"223","강북구","수유1동",0
"224","강북구","수유2동",0
"225","강북구","수유3동",0
"226","종로구","숭인1동",0
"227","종로구","숭인2동",0
"228","금천구","시흥1동",0
"229","금천구","시흥2동",0
"230","금천구","시흥3동",0
"231","금천구","시흥4동",0
"232","금천구","시흥5동",0
"233","영등포구","신길1동",0
"234","영등포구","신길3동",0
"235","영등포구","신길4동",0
"236","영등포구","신길5동",0
"237","영등포구","신길6동",0
"238","영등포구","신길7동",0
"239","중랑구","신내1동",0
"240","중랑구","신내2동",0
"241","중구","신당5동",0
"242","중구","신당6동",0
"243","중구","신당1동",0
"244","중구","신당2동",0
"245","중구","신당3동",0
"246","중구","신당4동",0
"247","동작구","신대방1동",0
"248","동작구","신대방2동",0
"249","구로구","신도림동",0
"250","관악구","신림동",0
"251","은평구","신사1동",0
"252","은평구","신사2동",0
"253","관악구","신사동",0
"254","강남구","신사동",0
"255","마포구","신수동",0
"256","관악구","신원동",0
"257","양천구","신월1동",0
"258","양천구","신월2동",0
"259","양천구","신월3동",0
"260","양천구","신월4동",0
"261","양천구","신월5동",0
"262","양천구","신월6동",0
"263","양천구","신월7동",0
"264","양천구","신정1동",0
"265","양천구","신정2동",0
"266","양천구","신정3동",0
"267","양천구","신정4동",0
"268","양천구","신정6동",0
"269","양천구","신정7동",0
"270","서대문구","신촌동",0
"271","도봉구","쌍문1동",0
"272","도봉구","쌍문2동",0
"273","도봉구","쌍문3동",0
"274","도봉구","쌍문4동",0
"275","마포구","아현동",0
"276","성북구","안암동",0
"277","강동구","암사1동",0
"278","강동구","암사2동",0
"279","강동구","암사3동",0
"280","강남구","압구정동",0
"281","중구","약수동",0
"282","서초구","양재1동",0
"283","서초구","양재2동",0
"284","영등포구","양평1동",0
"285","영등포구","양평2동",0
"286","영등포구","여의동",0
"287","강남구","역삼1동",0
"288","강남구","역삼2동",0
"289","은평구","역촌동",0
"290","마포구","연남동",0
"291","서대문구","연희동",0
"292","마포구","염리동",0
"293","강서구","염창동",0
"294","영등포구","영등포동",0
"295","영등포구","영등포본동",0
"296","송파구","오금동",0
"297","구로구","오류1동",0
"298","구로구","오류2동",0
"299","성동구","옥수동",0
"300","성동구","왕십리2동",0
"301","성동구","왕십리도선동",0
"302","마포구","용강동",0
"303","성동구","용답동",0
"304","용산구","용문동",0
"305","용산구","용산2가동",0
"306","동대문구","용신동",0
"307","강북구","우이동",0
"308","강서구","우장산동",0
"309","용산구","원효로1동",0
"310","용산구","원효로2동",0
"311","노원구","월계1동",0
"312","노원구","월계2동",0
"313","노원구","월계3동",0
"314","성북구","월곡1동",0
"315","성북구","월곡2동",0
"316","송파구","위례동",0
"317","관악구","은천동",0
"318","중구","을지로동",0
"319","성동구","응봉동",0
"320","은평구","응암1동",0
"321","은평구","응암2동",0
"322","은평구","응암3동",0
"323","동대문구","이문1동",0
"324","동대문구","이문2동",0
"325","용산구","이촌1동",0
"326","용산구","이촌2동",0
"327","용산구","이태원1동",0
"328","용산구","이태원2동",0
"329","종로구","이화동",0
"330","강북구","인수동",0
"331","관악구","인헌동",0
"332","강남구","일원1동",0
"333","강남구","일원2동",0
"334","강남구","일원본동",0
"335","광진구","자양1동",0
"336","광진구","자양2동",0
"337","광진구","자양3동",0
"338","광진구","자양4동",0
"339","송파구","잠실2동",0
"340","송파구","잠실3동",0
"341","송파구","잠실4동",0
"342","송파구","잠실6동",0
"343","송파구","잠실본동",0
"344","서초구","잠원동",0
"345","동대문구","장안1동",0
"346","동대문구","장안2동",0
"347","성북구","장위1동",0
"348","성북구","장위2동",0
"349","성북구","장위3동",0
"350","송파구","장지동",0
"351","동대문구","전농1동",0
"352","동대문구","전농2동",0
"353","성북구","정릉1동",0
"354","성북구","정릉2동",0
"355","성북구","정릉3동",0
"356","성북구","정릉4동",0
"357","동대문구","제기동",0
"358","관악구","조원동",0
"359","종로구","종로1.2.3.4가동",0
"360","종로구","종로5·6가동",0
"361","성북구","종암동",0
"362","노원구","중계1동",0
"363","노원구","중계2.3동",0
"364","노원구","중계4동",0
"365","노원구","중계본동",0
"366","광진구","중곡1동",0
"367","광진구","중곡2동",0
"368","광진구","중곡3동",0
"369","광진구","중곡4동",0
"370","중구","중림동",0
"371","관악구","중앙동",0
"372","중랑구","중화1동",0
"373","중랑구","중화2동",0
"374","은평구","증산동",0
"375","은평구","진관동",0
"376","도봉구","창1동",0
"377","도봉구","창2동",0
"378","도봉구","창3동",0
"379","도봉구","창4동",0
"380","도봉구","창5동",0
"381","종로구","창신1동",0
"382","종로구","창신2동",0
"383","종로구","창신3동",0
"384","서대문구","천연동",0
"385","강동구","천호1동",0
"386","강동구","천호2동",0
"387","강동구","천호3동",0
"388","중구","청구동",0
"389","강남구","청담동",0
"390","동대문구","청량리동",0
"391","관악구","청룡동",0
"392","관악구","청림동",0
"393","종로구","청운효자동",0
"394","용산구","청파동",0
"395","서대문구","충현동",0
"396","종로구","평창동",0
"397","송파구","풍납1동",0
"398","송파구","풍납2동",0
"399","노원구","하계1동",0
"400","노원구","하계2동",0
"401","용산구","한강로동",0
"402","용산구","한남동",0
"403","마포구","합정동",0
"404","성동구","행당1동",0
"405","성동구","행당2동",0
"406","관악구","행운동",0
"407","종로구","혜화동",0
"408","서대문구","홍은1동",0
"409","서대문구","홍은2동",0
"410","서대문구","홍제1동",0
"411","서대문구","홍제2동",0
"412","서대문구","홍제3동",0
"413","강서구","화곡1동",0
"414","강서구","화곡2동",0
"415","강서구","화곡3동",0
"416","강서구","화곡4동",0
"417","강서구","화곡6동",0
"418","강서구","화곡8동",0
"419","강서구","화곡본동",0
"420","광진구","화양동",0
"421","중구","황학동",0
"422","동대문구","회기동",0
"423","중구","회현동",0
"424","용산구","효창동",0
"425","용산구","후암동",0
"426","동대문구","휘경1동",0
"427","동대문구","휘경2동",0
"428","동작구","흑석동",0
